name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Berserker's	100	1	1	86		75	bar			2	125	bar		2	2									cgrn	tors												0	0
Berserker's	100	1	1	86		67	bar			4	125	bar		2	2									cgrn	amul	circ											0	0
Slayer's	100	1	1	30		22	bar			8	125	bar		1	1										tkni	axe	spea	club	swor	hamm	mace	jave					0	0
Berserker's	100	1	1	50		42	bar			2	125	bar		2	2									cgrn	tkni	axe	spea	club	swor	hamm	mace	jave					0	0
Slayer's	100	1	1	30		22	bar			8	125	bar		1	1										phlm												0	0
Berserker's	100	1	1	50		42	bar			4	125	bar		2	2									cgrn	phlm												0	0
Shaman's	100	1	1	36		27	dru			8	125	dru		1	1										amul	circ											0	0
Shaman's	100	1	1	55		47	dru			2	125	dru		1	1										tors												0	0
Hierophant's	100	1	1	86		75	dru			2	125	dru		2	2									cgrn	tors												0	0
Hierophant's	100	1	1	86		67	dru			4	125	dru		2	2									cgrn	amul	circ											0	0
Shaman's	100	1	1	30		22	dru			8	125	dru		1	1										club	pelt											0	0
Hierophant's	100	1	1	50		42	dru			4	125	dru		2	2									cgrn	club	pelt											0	0
Magekiller's	100	1	1	36		27	ass			8	125	ass		1	1										amul	circ											0	0
Magekiller's	100	1	1	55		47	ass			2	125	ass		1	1										tors												0	0
Witch-hunter's	100	1	1	86		75	ass			2	125	ass		2	2									cgrn	tors												0	0
Witch-hunter's	100	1	1	86		67	ass			4	125	ass		2	2									cgrn	amul	circ											0	0
Magekiller's	100	1	1	30		22	ass			8	125	ass		1	1										h2h												0	0
Witch-hunter's	100	1	1	50		42	ass			4	125	ass		2	2									cgrn	h2h												0	0
Fletcher's	100	1	1	50		42	ama			2	125	skilltab	0	1	1										lcha												0	0
Acrobat's	100	1	1	50		42	ama			2	125	skilltab	1	1	1										lcha												0	0
Harpoonist's	100	1	1	50		42	ama			2	125	skilltab	2	1	1										lcha												0	0
Fletcher's	100	1	1	20		15	ama			2	125	skilltab	0	1	1										miss	glov											0	0
Bowyer's	100	1	1	40		30	ama			2	125	skilltab	0	2	2									lgld	miss	glov											0	0
Archer's	100	1	1	60		45	ama			2	125	skilltab	0	3	3									lgld	miss	glov											0	0
Acrobat's	100	1	1	20		15	ama			2	125	skilltab	1	1	1										glov	amul	circ										0	0
Gymnast's	100	1	1	40		30	ama			2	125	skilltab	1	2	2									lgld	glov	amul	circ										0	0
Athlete's	100	1	1	60		45	ama			2	125	skilltab	1	3	3									lgld	glov	amul	circ										0	0
Harpoonist's	100	1	1	20		15	ama			2	125	skilltab	2	1	1										spea	glov											0	0
Spearmaiden's	100	1	1	40		30	ama			2	125	skilltab	2	2	2									lgld	spea	glov											0	0
Lancer's	100	1	1	60		45	ama			2	125	skilltab	2	3	3									lgld	spea	glov											0	0
Burning	100	1	1	50		42	sor			2	125	skilltab	3	1	1										lcha	glov											0	0
Sparking	100	1	1	50		42	sor			2	125	skilltab	4	1	1										lcha	glov											0	0
Chilling	100	1	1	50		42	sor			2	125	skilltab	5	1	1										lcha	glov											0	0
Burning	100	1	1	20		15	sor			2	125	skilltab	3	1	1										staff	orb	amul	circ									0	0
Blazing	100	1	1	40		30	sor			2	125	skilltab	3	2	2									lgld	staff	orb	amul	circ									0	0
Volcanic	100	1	1	60		45	sor			2	125	skilltab	3	3	3									lgld	staff	orb	amul	circ									0	0
Sparking	100	1	1	20		15	sor			2	125	skilltab	4	1	1										staff	orb	amul	circ									0	0
Charged	100	1	1	40		30	sor			2	125	skilltab	4	2	2									lgld	staff	orb	amul	circ									0	0
Powered	100	1	1	60		45	sor			2	125	skilltab	4	3	3									lgld	staff	orb	amul	circ									0	0
Chilling	100	1	1	20		15	sor			2	125	skilltab	5	1	1										staff	orb	amul	circ									0	0
Freezing	100	1	1	40		30	sor			2	125	skilltab	5	2	2									lgld	staff	orb	amul	circ									0	0
Glacial	100	1	1	60		45	sor			2	125	skilltab	5	3	3									lgld	staff	orb	amul	circ									0	0
Hexing	100	1	1	50		42	nec			2	125	skilltab	6	1	1										lcha	glov											0	0
Fungal	100	1	1	50		42	nec			2	125	skilltab	7	1	1										lcha	glov											0	0
Graverobber's	100	1	1	50		42	nec			2	125	skilltab	8	1	1										lcha	glov											0	0
Hexing	100	1	1	20		15	nec			2	125	skilltab	6	1	1										wand	head	amul	circ									0	0
Blighting	100	1	1	40		30	nec			2	125	skilltab	6	2	2									lgld	wand	head	amul	circ									0	0
Accursed	100	1	1	60		45	nec			2	125	skilltab	6	3	3									lgld	wand	head	amul	circ									0	0
Fungal	100	1	1	20		15	nec			2	125	skilltab	7	1	1										wand	head	amul	knif	circ			tkni					0	0
Noxious	100	1	1	40		30	nec			2	125	skilltab	7	2	2									lgld	wand	head	amul	knif	circ			tkni					0	0
Venomous	100	1	1	60		45	nec			2	125	skilltab	7	3	3									lgld	wand	head	amul	knif	circ			tkni					0	0
Graverobber's	100	1	1	20		15	nec			2	125	skilltab	8	1	1										wand	head	amul	circ									0	0
Vodoun	100	1	1	40		30	nec			2	125	skilltab	8	2	2									lgld	wand	head	amul	circ									0	0
Golemlord's	100	1	1	60		45	nec			2	125	skilltab	8	3	3									lgld	wand	head	amul	circ									0	0
Lion Branded	100	1	1	50		42	pal			2	125	skilltab	9	1	1										lcha	glov											0	0
Captain's	100	1	1	50		42	pal			2	125	skilltab	10	1	1										lcha	glov											0	0
Preserver's	100	1	1	50		42	pal			2	125	skilltab	11	1	1										lcha	glov											0	0
Lion Branded	100	1	1	20		15	pal			2	125	skilltab	9	1	1										scep	swor	mace	shld	ashd	amul	circ						0	0
Hawk Branded	100	1	1	40		30	pal			2	125	skilltab	9	2	2									lgld	scep	swor	mace	shld	ashd	amul	circ						0	0
Rose Branded	100	1	1	60		45	pal			2	125	skilltab	9	3	3									lgld	scep	swor	mace	shld	ashd	amul	circ						0	0
Captain's	100	1	1	20		15	pal			2	125	skilltab	10	1	1										scep	swor	mace	shld	ashd	amul	circ						0	0
Commander's	100	1	1	40		30	pal			2	125	skilltab	10	2	2									lgld	scep	swor	mace	shld	ashd	amul	circ						0	0
Marshal's	100	1	1	60		45	pal			2	125	skilltab	10	3	3									lgld	scep	swor	mace	shld	ashd	amul	circ						0	0
Preserver's	100	1	1	20		15	pal			2	125	skilltab	11	1	1										shld	ashd	amul	circ									0	0
Warder's	100	1	1	40		30	pal			2	125	skilltab	11	2	2									lgld	shld	ashd	amul	circ									0	0
Guardian's	100	1	1	60		45	pal			2	125	skilltab	11	3	3									lgld	shld	ashd	amul	circ									0	0
Expert's	100	1	1	50		42	bar			2	125	skilltab	12	1	1										lcha	glov											0	0
Fanatic	100	1	1	50		42	bar			2	125	skilltab	13	1	1										lcha	glov											0	0
Sounding	100	1	1	50		42	bar			2	125	skilltab	14	1	1										lcha	glov											0	0
Expert's	100	1	1	20		15	bar			2	125	skilltab	12	1	1										phlm	weap	helm					miss	rod				0	0
Veteran's	100	1	1	40		30	bar			2	125	skilltab	12	2	2									lgld	phlm	weap	helm					miss	rod				0	0
Master's	100	1	1	60		45	bar			2	125	skilltab	12	3	3									lgld	phlm	weap	helm					miss	rod				0	0
Fanatic	100	1	1	20		15	bar			2	125	skilltab	13	1	1										phlm	weap	amul					miss	rod				0	0
Raging	100	1	1	40		30	bar			2	125	skilltab	13	2	2									lgld	phlm	weap	amul					miss	rod				0	0
Furious	100	1	1	60		45	bar			2	125	skilltab	13	3	3									lgld	phlm	weap	amul					miss	rod				0	0
Sounding	100	1	1	20		15	bar			2	125	skilltab	14	1	1										phlm	weap	amul					miss	rod				0	0
Resonant	100	1	1	40		30	bar			2	125	skilltab	14	2	2									lgld	phlm	weap	amul					miss	rod				0	0
Echoing	100	1	1	60		45	bar			2	125	skilltab	14	3	3									lgld	phlm	weap	amul					miss	rod				0	0
Trainer's	100	1	1	50		42	dru			2	125	skilltab	15	1	1										lcha	glov											0	0
Spiritual	100	1	1	50		42	dru			2	125	skilltab	16	1	1										lcha	glov											0	0
Nature's	100	1	1	50		42	dru			2	125	skilltab	17	1	1										lcha	glov											0	0
Trainer's	100	1	1	20		15	dru			2	125	skilltab	15	1	1										club	pelt	amul	circ									0	0
Caretaker's	100	1	1	40		30	dru			2	125	skilltab	15	2	2									lgld	club	pelt	amul	circ									0	0
Keeper's	100	1	1	60		45	dru			2	125	skilltab	15	3	3									lgld	club	pelt	amul	circ									0	0
Spiritual	100	1	1	20		15	dru			2	125	skilltab	16	1	1										club	pelt	amul	circ									0	0
Feral	100	1	1	40		30	dru			2	125	skilltab	16	2	2									lgld	club	pelt	amul	circ									0	0
Communal	100	1	1	60		45	dru			2	125	skilltab	16	3	3									lgld	club	pelt	amul	circ									0	0
Nature's	100	1	1	20		15	dru			2	125	skilltab	17	1	1										club	pelt	amul	circ									0	0
Terra's	100	1	1	40		30	dru			2	125	skilltab	17	2	2									lgld	club	pelt	amul	circ									0	0
Gaea's	100	1	1	60		45	dru			2	125	skilltab	17	3	3									lgld	club	pelt	amul	circ									0	0
Entrapping	100	1	1	50		42	ass			2	125	skilltab	18	1	1										lcha												0	0
Mentalist's	100	1	1	50		42	ass			2	125	skilltab	19	1	1										lcha												0	0
Shogukusha's	100	1	1	50		42	ass			2	125	skilltab	20	1	1										lcha												0	0
Entrapping	100	1	1	20		15	ass			2	125	skilltab	18	1	1										h2h	amul	circ										0	0
Trickster's	100	1	1	40		30	ass			2	125	skilltab	18	2	2									lgld	h2h	amul	circ										0	0
Cunning	100	1	1	60		45	ass			2	125	skilltab	18	3	3									lgld	h2h	amul	circ										0	0
Mentalist's	100	1	1	20		15	ass			2	125	skilltab	19	1	1										h2h	amul	helm	circ									0	0
Psychic	100	1	1	40		30	ass			2	125	skilltab	19	2	2									lgld	h2h	amul	helm	circ									0	0
Shadow	100	1	1	60		45	ass			2	125	skilltab	19	3	3									lgld	h2h	amul	helm	circ									0	0
Shogukusha's	100	1	1	20		15	ass			2	125	skilltab	20	1	1										h2h	amul	glov	circ									0	0
Sensei's	100	1	1	40		30	ass			2	125	skilltab	20	2	2									lgld	h2h	amul	glov	circ									0	0
Kenshi's	100	1	1	60		45	ass			2	125	skilltab	20	3	3									lgld	h2h	amul	glov	circ									0	0
gnostics1	100	1	1	35		30				2	201	skill-rand	2	6	35										amul	circ	belt	ring									0	0
gnostics1	100	1	1	55		50				2	201	skill-rand	3	6	35										amul	circ	belt	ring									0	0
gnostics1	100	1	1	75		65				2	201	skill-rand	4	6	35										amul	circ	belt	ring									0	0
gnostics1	100	1	1	85		75				2	201	skill-rand	5	6	35										amul	circ	belt	ring									0	0
gnostics1	100	1	1	35		30				2	201	skill-rand	2	96	125										amul	circ	belt	ring									0	0
gnostics1	100	1	1	55		50				2	201	skill-rand	3	96	125										amul	circ	belt	ring									0	0
gnostics1	100	1	1	75		65				2	201	skill-rand	4	96	125										amul	circ	belt	ring									0	0
gnostics1	100	1	1	85		75				2	201	skill-rand	5	96	125										amul	circ	belt	ring									0	0
gnostics1	100	1	1	35		30				2	201	skill-rand	2	66	95										amul	circ	belt	ring									0	0
gnostics1	100	1	1	55		50				2	201	skill-rand	3	66	95										amul	circ	belt	ring									0	0
gnostics1	100	1	1	75		65				2	201	skill-rand	4	66	95										amul	circ	belt	ring									0	0
gnostics1	100	1	1	85		75				2	201	skill-rand	5	66	95										amul	circ	belt	ring									0	0
gnostics1	100	1	1	35		30				2	201	skill-rand	2	36	65										amul	circ	belt	ring									0	0
gnostics1	100	1	1	55		50				2	201	skill-rand	3	36	65										amul	circ	belt	ring									0	0
gnostics1	100	1	1	75		65				2	201	skill-rand	4	36	65										amul	circ	belt	ring									0	0
gnostics1	100	1	1	85		80				2	201	skill-rand	5	36	65										amul	circ	belt	ring									0	0
gnostics1	100	1	1	35		30				2	201	skill-rand	2	126	155										amul	circ	belt	ring									0	0
gnostics1	100	1	1	55		50				2	201	skill-rand	3	126	155										amul	circ	belt	ring									0	0
gnostics1	100	1	1	75		65				2	201	skill-rand	4	126	155										amul	circ	belt	ring									0	0
gnostics1	100	1	1	85		75				2	201	skill-rand	5	126	155										amul	circ	belt	ring									0	0
gnostics1	100	1	1	35		30				2	201	skill-rand	2	221	250										ring	amul	circ	belt									0	0
gnostics1	100	1	1	55		50				2	201	skill-rand	3	221	250										ring	amul	circ	belt									0	0
gnostics1	100	1	1	75		65				2	201	skill-rand	4	221	250										ring	amul	circ	belt									0	0
gnostics1	100	1	1	85		75				2	201	skill-rand	5	221	250										ring	amul	circ	belt									0	0
gnostics1	100	1	1	35		30				2	201	skill-rand	2	251	280										ring	amul	circ	belt									0	0
gnostics1	100	1	1	55		50				2	201	skill-rand	3	251	280										ring	amul	circ	belt									0	0
gnostics1	100	1	1	75		65				2	201	skill-rand	4	251	280										ring	amul	circ	belt									0	0
gnostics1	100	1	1	85		75				2	201	skill-rand	5	251	280										ring	amul	circ	belt									0	0
Snowflake	100	1	1	25	30	18				6	137	cold-len		25	25	cold-min		6	9	cold-max		19	30	lblu	weap	circ											0	0
Shivering	100	1	1	35		26				4	137	cold-len		50	50	cold-min		10	15	cold-max		31	45	lblu	weap	circ											0	0
Boreal	100	1	1	50		40				2	137	cold-len		75	75	cold-min		16	23	cold-max		46	90	cblu	weap	circ											0	0
Hibernal	100	1	1	70		60				2	137	cold-len		100	100	cold-min		24	45	cold-max		91	140	cblu	weap												0	0
Snowflake	100	1	1	9	30	6				4	137	cold-len		25	25	cold-min		1	1	cold-max		2	3		lcha												0	0
Shivering	100	1	1	15		11				2	137	cold-len		25	25	cold-min		2	4	cold-max		4	8		lcha												0	0
Boreal	100	1	1	30		22				2	137	cold-len		25	25	cold-min		5	7	cold-max		9	15	lblu	lcha												0	0
Hibernal	100	1	1	45		38				2	137	cold-len		25	25	cold-min		8	13	cold-max		16	25	lblu	lcha												0	0
Snowflake	100	1	1	18	30	13				4	137	cold-len		25	25	cold-min		2	3	cold-max		3	5		mcha												0	0
Shivering	100	1	1	29		21				2	137	cold-len		25	25	cold-min		4	5	cold-max		6	10		mcha												0	0
Boreal	100	1	1	49		41				2	137	cold-len		25	25	cold-min		6	10	cold-max		11	20	lblu	mcha												0	0
Hibernal	100	1	1	69		61				2	137	cold-len		25	25	cold-min		11	15	cold-max		21	30	lblu	mcha												0	0
Snowflake	100	1	1	27	30	20				4	137	cold-len		25	25	cold-min		1	2	cold-max		2	4		scha												0	0
Shivering	100	1	1	42		34				2	137	cold-len		25	25	cold-min		3	4	cold-max		5	8		scha												0	0
Boreal	100	1	1	66		58				2	137	cold-len		25	25	cold-min		5	7	cold-max		9	14	lblu	scha												0	0
Hibernal	100	1	1	86		83				2	137	cold-len		25	25	cold-min		8	10	cold-max		15	20	lblu	scha												0	0
Ember	100	1	1	25	30	18				6	138	fire-min		16	25	fire-max		31	60					dred	weap	circ											0	0
Smoldering	100	1	1	35		26				4	138	fire-min		26	50	fire-max		61	90					dred	weap	circ											0	0
Smoking	100	1	1	47		37				2	138	fire-min		51	80	fire-max		91	130					dred	weap	circ											0	0
Flaming	100	1	1	61		51				2	138	fire-min		81	120	fire-max		131	180					dred	weap												0	0
Scorching	100	1	1	77		67				2	138	fire-min		121	170	fire-max		181	240					dred	weap												0	0
Ember	100	1	1	5	30	3				4	138	fire-min		1	1	fire-max		2	3						lcha												0	0
Smoldering	100	1	1	15		11				2	138	fire-min		2	3	fire-max		4	7						lcha												0	0
Smoking	100	1	1	28		21				2	138	fire-min		4	7	fire-max		8	19					lred	lcha												0	0
Flaming	100	1	1	43		35				2	138	fire-min		8	18	fire-max		20	36					lred	lcha												0	0
Ember	100	1	1	13	30	9				4	138	fire-min		1	1	fire-max		2	3						mcha												0	0
Smoldering	100	1	1	27		20				2	138	fire-min		2	3	fire-max		4	12						mcha												0	0
Smoking	100	1	1	47		39				2	138	fire-min		4	9	fire-max		13	27					lred	mcha												0	0
Flaming	100	1	1	67		59				2	138	fire-min		10	27	fire-max		28	43					lred	mcha												0	0
Ember	100	1	1	21	30	15				4	138	fire-min		1	1	fire-max		2	3						scha												0	0
Smoldering	100	1	1	40		32				2	138	fire-min		2	3	fire-max		4	10						scha												0	0
Smoking	100	1	1	64		56				2	138	fire-min		4	9	fire-max		11	19					lred	scha												0	0
Flaming	100	1	1	89		81				2	138	fire-min		10	19	fire-max		20	29					lred	scha												0	0
Static	100	1	1	25	40	18				6	139	ltng-min		1	1	ltng-max		49	120					lyel	weap	circ											0	0
Glowing	100	1	1	34		25				4	139	ltng-min		1	1	ltng-max		121	180					lyel	weap	circ											0	0
Buzzing	100	1	1	46		36				2	139	ltng-min		1	1	ltng-max		181	260					lyel	weap	circ											0	0
Arcing	100	1	1	60		50				2	139	ltng-min		1	1	ltng-max		261	360					lyel	weap												0	0
Shocking	100	1	1	76		66				2	139	ltng-min		1	1	ltng-max		361	480					lyel	weap												0	0
Static	100	1	1	7	30	5				4	139	ltng-min		1	1	ltng-max		4	5						lcha												0	0
Glowing	100	1	1	14		10				2	139	ltng-min		1	1	ltng-max		6	17						lcha												0	0
Arcing	100	1	1	29		21				2	139	ltng-min		1	1	ltng-max		18	44					whit	lcha												0	0
Shocking	100	1	1	44		36				2	139	ltng-min		1	1	ltng-max		45	79					whit	lcha												0	0
Static	100	1	1	14	30	10				4	139	ltng-min		1	1	ltng-max		5	9						mcha												0	0
Glowing	100	1	1	28		20				2	139	ltng-min		1	1	ltng-max		10	26						mcha												0	0
Arcing	100	1	1	48		40				2	139	ltng-min		1	1	ltng-max		27	58					whit	mcha												0	0
Shocking	100	1	1	68		60				2	139	ltng-min		1	1	ltng-max		59	90					whit	mcha												0	0
Static	100	1	1	23	30	17				4	139	ltng-min		1	1	ltng-max		6	11						scha												0	0
Glowing	100	1	1	41		33				2	139	ltng-min		1	1	ltng-max		12	24						scha												0	0
Arcing	100	1	1	65		57				2	139	ltng-min		1	1	ltng-max		25	43					whit	scha												0	0
Shocking	100	1	1	86		82				2	139	ltng-min		1	1	ltng-max		44	71					whit	scha												0	0
Septic	100	1	1	1	30	1				6	140	dmg-pois	50	31	31									dgrn	weap	circ											0	0
Envenomed	100	1	1	10		7				4	140	dmg-pois	75	41	41									dgrn	weap	circ											0	0
Corosive	100	1	1	20		15				2	140	dmg-pois	100	205	205									dgrn	weap	circ											0	0
Toxic	100	1	1	35		26				2	140	dmg-pois	125	308	308									dgrn	weap												0	0
Pestilent	100	1	1	50		37				2	140	dmg-pois	150	470	470									dgrn	weap												0	0
Septic	100	1	1	1	30	1				4	140	dmg-pois	75	18	18										lcha												0	0
Envenomed	100	1	1	12		9				2	140	dmg-pois	100	39	39										lcha												0	0
Toxic	100	1	1	27		20				2	140	dmg-pois	125	103	103									dgrn	lcha												0	0
Pestilent	100	1	1	42		34				2	140	dmg-pois	150	171	171									dgrn	lcha												0	0
Septic	100	1	1	9	30	6				4	140	dmg-pois	75	35	35										mcha												0	0
Envenomed	100	1	1	26		19				2	140	dmg-pois	100	77	77										mcha												0	0
Toxic	100	1	1	46		38				2	140	dmg-pois	125	185	185									dgrn	mcha												0	0
Pestilent	100	1	1	66		58				2	140	dmg-pois	150	299	299									dgrn	mcha												0	0
Septic	100	1	1	18	30	13				4	140	dmg-pois	75	52	52										scha												0	0
Envenomed	100	1	1	39		31				2	140	dmg-pois	100	128	128										scha												0	0
Toxic	100	1	1	63		55				2	140	dmg-pois	125	205	205									dgrn	scha												0	0
Pestilent	100	1	1	86		80				2	140	dmg-pois	150	299	299									dgrn	scha												0	0
Azure	100	1	1	1	35	1				4	117	res-cold		7	15										lcha												0	0
Lapis	100	1	1	10		7				4	117	res-cold		16	20										lcha												0	0
Cobalt	100	1	1	20		15				4	117	res-cold		21	25									lblu	lcha												0	0
Sapphire	100	1	1	30		22				4	117	res-cold		26	30									lblu	lcha												0	0
Azure	100	1	1	1	50	1				4	117	res-cold		4	7										mcha												0	0
Lapis	100	1	1	16	80	12				4	117	res-cold		8	10										mcha												0	0
Cobalt	100	1	1	25		18				4	117	res-cold		11	12									lblu	mcha												0	0
Sapphire	100	1	1	35		27				4	117	res-cold		13	15									lblu	mcha												0	0
Azure	100	1	1	1	50	1				4	117	res-cold		3	5										scha												0	0
Lapis	100	1	1	14	80	10				4	117	res-cold		6	7										scha												0	0
Cobalt	100	1	1	27		20				4	117	res-cold		8	9									lblu	scha												0	0
Sapphire	100	1	1	40		32				4	117	res-cold		10	11									lblu	scha												0	0
Azure	100	1	1	5	30	3				4	117	res-cold		5	10										armo	weap	ring	amul	orb	circ							0	0
Lapis	100	1	1	12		9				8	117	res-cold		11	20										armo	ring	amul	orb	circ								0	0
Lapis	100	1	1	35		26				4	117	res-cold		11	20										weap							orb					0	0
Cobalt	100	1	1	18		13				6	117	res-cold		21	30										armo	ring	amul	orb	circ								0	0
Cobalt	100	1	1	55		41				4	117	res-cold		21	30										weap							orb					0	0
Sapphire	100	1	1	25		18				6	117	res-cold		31	40									lblu	rod	boot	amul	orb	circ								0	0
Lapis Lazuli	100	1	1	2	45	1				8	117	res-cold		5	10									lblu	jewl												0	0
Sapphire	100	1	1	19		14				8	117	res-cold		16	30									lblu	jewl												0	0
Crimson	100	1	1	1	35	1				4	118	res-fire		7	15										lcha												0	0
Russet	100	1	1	10		7				4	118	res-fire		16	20										lcha												0	0
Garnet	100	1	1	20		15				4	118	res-fire		21	25									lred	lcha												0	0
Ruby	100	1	1	30		22				4	118	res-fire		26	30									lred	lcha												0	0
Crimson	100	1	1	1	50	1				4	118	res-fire		4	7										mcha												0	0
Russet	100	1	1	16	80	12				4	118	res-fire		8	10										mcha												0	0
Garnet	100	1	1	25		18				4	118	res-fire		11	12									lred	mcha												0	0
Ruby	100	1	1	35		27				4	118	res-fire		13	15									lred	mcha												0	0
Crimson	100	1	1	1	50	1				4	118	res-fire		3	5										scha												0	0
Russet	100	1	1	14	80	10				4	118	res-fire		6	7									lred	scha												0	0
Garnet	100	1	1	27		20				4	118	res-fire		8	9									lred	scha												0	0
Ruby	100	1	1	40		32				4	118	res-fire		10	11										scha												0	0
Russet	100	1	1	12	30	9				8	118	res-fire		11	20										armo	ring	amul	orb	circ								0	0
Russet	100	1	1	35		26				2	118	res-fire		11	20										weap							orb					0	0
Garnet	100	1	1	18		13				6	118	res-fire		21	30										armo	ring	amul	orb	circ								0	0
Garnet	100	1	1	55		41				2	118	res-fire		21	30										weap							orb					0	0
Ruby	100	1	1	25		18				6	118	res-fire		31	40									lred	rod	boot	amul	orb	circ								0	0
Garnet	100	1	1	2	45	1				8	117	res-fire		5	15									lred	jewl												0	0
Ruby	100	1	1	18		13				8	117	res-fire		16	30									lred	jewl												0	0
Tangerine	100	1	1	1	35	1				4	119	res-ltng		7	15										lcha												0	0
Ocher	100	1	1	10		7				4	119	res-ltng		16	20										lcha												0	0
Coral	100	1	1	20		15				4	119	res-ltng		21	25									lyel	lcha												0	0
Amber	100	1	1	30		22				4	119	res-ltng		26	30									lyel	lcha												0	0
Tangerine	100	1	1	1	50	1				4	119	res-ltng		4	7										mcha												0	0
Ocher	100	1	1	16	80	12				4	119	res-ltng		8	10										mcha												0	0
Coral	100	1	1	25		18				4	119	res-ltng		11	12									lyel	mcha												0	0
Amber	100	1	1	35		27				4	119	res-ltng		13	15									lyel	mcha												0	0
Tangerine	100	1	1	1	50	1				4	119	res-ltng		3	5										scha												0	0
Ocher	100	1	1	14	80	10				4	119	res-ltng		6	7										scha												0	0
Coral	100	1	1	27		20				4	119	res-ltng		8	9									lyel	scha												0	0
Amber	100	1	1	40		32				4	119	res-ltng		10	11									lyel	scha												0	0
Tangerine	100	1	1	5	30	3				8	119	res-ltng		5	10										armo	weap	ring	amul	orb	circ							0	0
Ocher	100	1	1	12		9				8	119	res-ltng		11	20										armo	ring	amul	orb	circ								0	0
Ocher	100	1	1	35		26				2	119	res-ltng		11	20										weap							orb					0	0
Coral	100	1	1	18		13				6	119	res-ltng		21	30										armo	ring	amul	orb	circ								0	0
Coral	100	1	1	55		41				2	119	res-ltng		21	30										weap							orb					0	0
Amber	100	1	1	25		18				6	119	res-ltng		31	40									lyel	rod	boot	amul	orb	circ								0	0
Camphor	100	1	1	2	45	1				8	117	res-ltng		5	15									lyel	jewl												0	0
Ambergris	100	1	1	19		14				8	117	res-ltng		16	30									lyel	jewl												0	0
Beryl	100	1	1	1	35	1				4	120	res-pois		7	15										lcha												0	0
Viridian	100	1	1	10		7				4	120	res-pois		16	20										lcha												0	0
Jade	100	1	1	20		15				4	120	res-pois		21	25									cgrn	lcha												0	0
Emerald	100	1	1	30		22				4	120	res-pois		26	30									cgrn	lcha												0	0
Beryl	100	1	1	1	50	1				4	120	res-pois		4	7										mcha												0	0
Viridian	100	1	1	16	80	12				4	120	res-pois		8	10										mcha												0	0
Jade	100	1	1	25		18				4	120	res-pois		11	12									cgrn	mcha												0	0
Emerald	100	1	1	35		27				4	120	res-pois		13	15									cgrn	mcha												0	0
Beryl	100	1	1	1	50	1				4	120	res-pois		3	5										scha												0	0
Viridian	100	1	1	14	80	10				4	120	res-pois		6	7										scha												0	0
Jade	100	1	1	27		20				4	120	res-pois		8	9									cgrn	scha												0	0
Emerald	100	1	1	40		32				4	120	res-pois		10	11									cgrn	scha												0	0
Beryl	100	1	1	5	30	3				8	120	res-pois		5	10										armo	weap	ring	amul	orb	circ							0	0
Viridian	100	1	1	12		9				8	120	res-pois		11	20										armo	ring	amul	orb	circ								0	0
Viridian	100	1	1	35		26				2	120	res-pois		11	20										weap							orb					0	0
Jade	100	1	1	18		13				6	120	res-pois		21	30										armo	ring	amul	orb	circ								0	0
Jade	100	1	1	55		41				2	120	res-pois		21	30										weap							orb					0	0
Emerald	100	1	1	25		18				6	120	res-pois		31	40									cgrn	rod	boot	amul	orb	circ								0	0
Beryl	100	1	1	2	45	1				8	117	res-pois		5	15									cgrn	jewl												0	0
Jade	100	1	1	19		14				8	117	res-pois		16	30									cgrn	jewl												0	0
Shimmering	100	1	1	8	33	6				2	116	res-all		3	6									lpur	lcha												0	0
Shimmering	100	1	1	14		10				2	116	res-all		8	12									lpur	lcha												0	0
Shimmering	100	1	1	35		27				2	116	res-all		13	15									lpur	lcha												0	0
Shimmering	100	1	1	17	50	12				2	116	res-all		3	5									lpur	mcha												0	0
Shimmering	100	1	1	34		26				2	116	res-all		6	8									lpur	mcha												0	0
Shimmering	100	1	1	33		25				2	116	res-all		3	5									lpur	scha												0	0
Shimmering	100	1	1	6	30	4				10	116	res-all		3	7									lpur	shld												0	0
Rainbow	100	1	1	18	50	13				10	116	res-all		8	11									lpur	shld												0	0
Scintillating	100	1	1	28	70	21				10	116	res-all		12	15									lpur	shld												0	0
Prismatic	100	1	1	39		31				8	116	res-all		16	20									lpur	shld												0	0
Chromatic	100	1	1	50		42				8	116	res-all		21	30									lpur	shld												0	0
Shimmering	100	1	1	8	30	6				10	116	res-all		3	7									lpur	amul	circ											0	0
Rainbow	100	1	1	21	60	15				10	116	res-all		8	11									lpur	amul	circ											0	0
Scintillating	100	1	1	34		25				10	116	res-all		12	15									lpur	amul	circ											0	0
Prismatic	100	1	1	42		31				8	116	res-all		16	20									lpur	amul	circ											0	0
Chromatic	100	1	1	55		41				6	116	res-all		21	30									lpur	amul	circ											0	0
Shimmering	100	1	1	45		37				6	116	res-all		5	8									lpur	ring												0	0
Rainbow	100	1	1	56		48				4	116	res-all		9	12									lpur	ring												0	0
Scintillating	100	1	1	67		59				4	116	res-all		13	17									lpur	ring												0	0
Shimmering	100	1	1	16		12				2	116	res-all		5	10									lpur	jewl												0	0
Scintillating	100	1	1	34		26				2	116	res-all		11	15									lpur	jewl												0	0
