monster	*index	hirelingAlternateVoice	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	calc5	*calc5 desc	consumestat1	consumepar1	consumecalc1	consumestat2	consumepar2	consumecalc2	consumestat3	consumepar3	consumecalc3	consumestat4	consumepar4	consumecalc4	consumestat5	consumepar5	consumecalc5	numunderlingcalc	bindchancecalc	BoundStat1	BoundCalc1	BoundStat2	BoundCalc2	BoundStat3	BoundCalc3	BoundStat4	BoundCalc4	BoundStat5	BoundCalc5
fetish3	143		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	coldresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>12000)?(min(pcl5,12000+(600*(stat('monster_playercount'.accr)-1)))):pcl5)"								
fetish4	144		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	lightresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>12000)?(min(pcl5,12000+(600*(stat('monster_playercount'.accr)-1)))):pcl5)"								
fetish5	145		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	fireresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>12000)?(min(pcl5,12000+(600*(stat('monster_playercount'.accr)-1)))):pcl5)"								
cr_archer1	160		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	lightresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13200)?(min(pcl5,13200+(660*(stat('monster_playercount'.accr)-1)))):pcl5)"								
cr_archer2	161		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	fireresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13200)?(min(pcl5,13200+(660*(stat('monster_playercount'.accr)-1)))):pcl5)"								
cr_archer3	162		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	lightresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13200)?(min(pcl5,13200+(660*(stat('monster_playercount'.accr)-1)))):pcl5)"								
cr_archer4	163		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	lightresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13200)?(min(pcl5,13200+(660*(stat('monster_playercount'.accr)-1)))):pcl5)"								
cr_archer5	164		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	coldresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13200)?(min(pcl5,13200+(660*(stat('monster_playercount'.accr)-1)))):pcl5)"								
cr_lancer1	165		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	lightresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13200)?(min(pcl5,13200+(660*(stat('monster_playercount'.accr)-1)))):pcl5)"								
cr_lancer2	166		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	fireresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13200)?(min(pcl5,13200+(660*(stat('monster_playercount'.accr)-1)))):pcl5)"								
cr_lancer3	167		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	lightresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13200)?(min(pcl5,13200+(660*(stat('monster_playercount'.accr)-1)))):pcl5)"								
cr_lancer4	168		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	coldresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13200)?(min(pcl5,13200+(660*(stat('monster_playercount'.accr)-1)))):pcl5)"								
cr_lancer5	169		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	fireresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13200)?(min(pcl5,13200+(660*(stat('monster_playercount'.accr)-1)))):pcl5)"								
blunderbore1	186		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	fireresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13600)?(min(pcl5,13600+(680*(stat('monster_playercount'.accr)-1)))):pcl5)"								
blunderbore2	187		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	coldresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13600)?(min(pcl5,13600+(680*(stat('monster_playercount'.accr)-1)))):pcl5)"								
blunderbore3	188		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	lightresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13600)?(min(pcl5,13600+(680*(stat('monster_playercount'.accr)-1)))):pcl5)"								
blunderbore4	189		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	damagepercent		sksrc ('Consume'.lvl)*5+25													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13600)?(min(pcl5,13600+(680*(stat('monster_playercount'.accr)-1)))):pcl5)"								
fetishshaman1	278		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	fireresist		sksrc ('Consume'.lvl)*3+5													7	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>12000)?(min(pcl5,12000+(600*(stat('monster_playercount'.accr)-1)))):pcl5)"								
fetishshaman2	279		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	fireresist		sksrc ('Consume'.lvl)*3+5													7	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>12000)?(min(pcl5,12000+(600*(stat('monster_playercount'.accr)-1)))):pcl5)"								
fetishshaman3	280		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	coldresist		sksrc ('Consume'.lvl)*3+5													7	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>12000)?(min(pcl5,12000+(600*(stat('monster_playercount'.accr)-1)))):pcl5)"								
fetishshaman4	281		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	coldresist		sksrc ('Consume'.lvl)*3+5													7	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>12000)?(min(pcl5,12000+(600*(stat('monster_playercount'.accr)-1)))):pcl5)"								
fetishshaman5	282		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	coldresist		sksrc ('Consume'.lvl)*3+5													7	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>12000)?(min(pcl5,12000+(600*(stat('monster_playercount'.accr)-1)))):pcl5)"								
vilemother1	298		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	coldresist		sksrc ('Consume'.lvl)*3+5													5	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13600)?(min(pcl5,13600+(680*(stat('monster_playercount'.accr)-1)))):pcl5)"								
vilemother2	299		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	coldresist		sksrc ('Consume'.lvl)*3+5													5	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13600)?(min(pcl5,13600+(680*(stat('monster_playercount'.accr)-1)))):pcl5)"								
vilemother3	300		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	coldresist		sksrc ('Consume'.lvl)*3+5													5	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13600)?(min(pcl5,13600+(680*(stat('monster_playercount'.accr)-1)))):pcl5)"								
vilechild1	301		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	poisonresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>12000)?(min(pcl5,12000+(600*(stat('monster_playercount'.accr)-1)))):pcl5)"								
vilechild2	302		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	poisonresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>12000)?(min(pcl5,12000+(600*(stat('monster_playercount'.accr)-1)))):pcl5)"								
vilechild3	303		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	poisonresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>12000)?(min(pcl5,12000+(600*(stat('monster_playercount'.accr)-1)))):pcl5)"								
regurgitator1	307		((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	(sksrc('Bind Demon'.blvl)>=(((elte==1)+(elte == 4))?15:((elte== 2)?10:0)))	"monster quality check (0= normal, 1 = unique, 2 = champion, 3 = super unique, 4 = minion)"	sksrc('Bind Demon'.dm34)+(sksrc('Death Mark'.blvl))	skill related % chance increase	((100-hpct)/((elte==1+elte==4)?20:((elte==2)?10:5)))	health missing related chance per monster quality	stat('maxhp'.accr)/256	bitshifted stat	fireresist		sksrc ('Consume'.lvl)*3+5													0	(((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)) >= 99)?0:(sksrc('Bind Demon'.dm34)+((sksrc('Death Mark'.blvl)*sksrc('Bind Demon'.par8))/100)+((100-((stat('hitpoints'.accr) * 100)/stat('maxhp'.accr)))))	maxhp	"((pcl5>13600)?(min(pcl5,13600+(680*(stat('monster_playercount'.accr)-1)))):pcl5)"								
