Name	* Description	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
of Accuracy	+# to Dexterity	100	1	1	39	70	31				36	17	dex		6	9										ring	glov											0	0
of Precision	+# to Dexterity	100	1	1	56		48				36	17	dex		10	15										ring	glov											0	0
of Perfection	+# to Dexterity	100	1	1	75		67				36	17	dex		16	20									dgld	ring	glov											0	0
of Dexterity	+# to Dexterity	100	1	1	13	35	9				36	17	dex		2	3										tors	boot						glov					0	0
of Skill	+# to Dexterity	100	1	1	34	55	26				36	17	dex		4	5										tors	boot						glov					0	0
of Accuracy	+# to Dexterity	100	1	1	46	75	38				36	17	dex		6	9										tors	boot						glov					0	0
of Precision	+# to Dexterity	100	1	1	60		52				36	17	dex		10	15									dgld	tors	boot						glov					0	0
of Daring	+# to Dexterity	100	1	1	7		5				48	17	dex		1	5										jewl												0	0
of Daring	+# to Dexterity	100	1	1	19		14				48	17	dex		4	6										jewl												0	0
of Daring	+# to Dexterity	100	1	1	36		28				48	17	dex		7	9										jewl												0	0
of Dexterity	+# to Dexterity	100	1	1	1	12	1				48	17	dex		1	1										boot	glov											0	0
of Dexterity	+# to Dexterity	100	1	1	1	5	1				48	17	dex		1	1										ring												0	0
of Perfection	+# to Dexterity	100	1	1	80		75				36	17	dex		20	30									dgld	tors	boot						glov					0	0
of Strength	+# to Strength	100	1	1	1	25	1				48	31	str		1	2										amul	belt	club	hamm	circ								0	0
of Might	+# to Strength	100	1	1	10	40	8				36	31	str		3	5										amul	belt	club	hamm	circ								0	0
of the Ox	+# to Strength	100	1	1	26	70	19				48	31	str		6	9										amul	belt	club	hamm	circ								0	0
of the Giant	+# to Strength	100	1	1	42		34				36	31	str		10	15										amul	belt	club	hamm	circ								0	0
of the Titan	+# to Strength	100	1	1	58		50				36	31	str		16	20									dgld	amul	belt	club	hamm	circ								0	0
of Atlus	+# to Strength	100	1	1	71		63				36	31	str		21	30									dgld	amul	belt	club	hamm	circ								0	0
of Strength	+# to Strength	100	1	1	5	30	3				48	31	str		1	2										ring	scep	mace	tors									0	0
of Might	+# to Strength	100	1	1	21	65	15				36	31	str		3	5										ring	scep	mace	tors									0	0
of the Ox	+# to Strength	100	1	1	38		30				36	31	str		6	9										ring	scep	mace	tors									0	0
of the Giant	+# to Strength	100	1	1	55		47				36	31	str		10	15										ring	scep	mace	tors									0	0
of the Titan	+# to Strength	100	1	1	74		66				36	31	str		16	20									dgld	ring	scep	mace	tors									0	0
of Strength	+# to Strength	100	1	1	12	30	8				36	31	str		1	2										mele	glov	shld					blun					0	0
of Might	+# to Strength	100	1	1	33	60	25				36	31	str		3	5										mele	glov	shld					blun					0	0
of the Ox	+# to Strength	100	1	1	45		37				36	31	str		6	9										mele	glov	shld					blun					0	0
of the Giant	+# to Strength	100	1	1	59		51				36	31	str		10	15									dgld	mele	glov						blun					0	0
of Virility	+# to Strength	100	1	1	18		13				48	31	str		1	5										jewl												0	0
of Virility	+# to Strength	100	1	1	33		25				48	31	str		5	6										jewl												0	0
of Virility	+# to Strength	100	1	1	50		42				48	31	str		7	9										jewl												0	0
of Strength	+# to Strength	100	1	1	1	11	1				48	31	str		1	1										glov												0	0
of Strength	+# to Strength	100	1	1	1	4	1				48	31	str		1	1										ring												0	0
of Energy	+# to Energy	100	1	1	1	25	1				48	23	enr		1	3										amul	orb	circ	wand	staf								0	0
of the Mind	+# to Energy	100	1	1	7	50	3				48	23	enr		4	6										amul	orb	circ	wand	staf								0	0
of Brilliance	+# to Energy	100	1	1	13	75	9				36	23	enr		7	10										amul	orb	circ	wand	staf								0	0
of Sorcery	+# to Energy	100	1	1	21		16				36	23	enr		11	15										amul	orb	circ	wand	staf								0	0
of Wizardry	+# to Energy	100	1	1	31		23				36	23	enr		16	20									dgld	amul	orb	circ	wand	staf								0	0
of Enlightenment	+# to Energy	100	1	1	41		33				36	23	enr		21	30									dgld	amul	orb	circ	wand	staf								0	0
of Energy	+# to Energy	100	1	1	7	25	5				48	23	enr		1	3										ring												0	0
of the Mind	+# to Energy	100	1	1	13	50	9				36	23	enr		4	6										ring												0	0
of Brilliance	+# to Energy	100	1	1	21	75	16				36	23	enr		7	10										ring												0	0
of Sorcery	+# to Energy	100	1	1	31		23				36	23	enr		11	15										ring												0	0
of Wizardry	+# to Energy	100	1	1	41		33				36	23	enr		16	20									dgld	ring												0	0
of Energy	+# to Energy	100	1	1	4	25	3				36	23	enr		1	3										helm	scep											0	0
of the Mind	+# to Energy	100	1	1	10	50	7				36	23	enr		4	6										helm	scep											0	0
of Brilliance	+# to Energy	100	1	1	16	70	12				36	23	enr		7	10										helm	scep											0	0
of Sorcery	+# to Energy	100	1	1	26		21				36	23	enr		11	15									dgld	helm	scep											0	0
of Knowledge	+# to Energy	100	1	1	9	50	6				36	23	enr		1	5										jewl												0	0
of Knowledge	+# to Energy	100	1	1	24		18				36	23	enr		4	6										jewl												0	0
of Knowledge	+# to Energy	100	1	1	41		33				36	23	enr		7	9										jewl												0	0
of Energy	+# to Energy	100	1	1	1	4	1				48	23	enr		1	1										amul	orb	circ	wand	staf	helm	ring						0	0
of Grace	+# to Dexterity (Based on Character Level)	100	1	1	1		1				12	42	dex/lvl	3											dgld	helm	amul											0	0
of Power	+# to Strength (Based on Character Level)	100	1	1	1		1				12	42	str/lvl	3											dgld	belt	amul											0	0
of Grace and Power	+# to Strength (Based on Character Level) & +# to Dexterity (Based on Character Level)	100	1	1	50		48				12	42	str/lvl	3			dex/lvl	3							dgld	amul												0	0
of Agility2	+%# to Dexterity	100	0	1	35	55	35				12	42	dex%		5	10										weap	boot											0	0
of Agility2	+%# to Dexterity	100	0	1	55	75	55				12	42	dex%		11	20										weap	boot											0	0
of Agility2	+%# to Dexterity	100	0	1	75		75				12	42	dex%		21	30										weap	boot											0	0
of Power2	+%# to Strength	100	0	1	35	55	35				12	42	str%		5	10										weap	glov											0	0
of Power2	+%# to Strength	100	0	1	55	75	55				12	42	str%		11	20										weap	glov											0	0
of Power2	+%# to Strength	100	0	1	75		75				12	42	str%		21	30										weap	glov											0	0
of Endurance2	+%# to Vitality	100	0	1	35	55	35				12	42	vit%		5	10										weap	glov											0	0
of Endurance2	+%# to Vitality	100	0	1	55	75	55				12	42	vit%		11	20										weap	glov											0	0
of Endurance2	+%# to Vitality	100	0	1	75		75				12	42	vit%		21	30										weap	glov											0	0
of Spirit2	+%# to Energy	100	0	1	35	55	35				12	42	enr%		5	10										weap	glov											0	0
of Spirit2	+%# to Energy	100	0	1	55	75	55				12	42	enr%		11	20										weap	glov											0	0
of Spirit2	+%# to Energy	100	0	1	75		75				12	42	enr%		21	30										weap	glov											0	0
of the Sky	+# to all Attributes	100	1	1	20		18				12	42	all-stats		5	10										amul	ring	circ	orb	staf	wand							0	0
of the Stars	+# to all Attributes	100	1	1	44		40				12	42	all-stats		11	15										amul	ring	circ	orb	staf	wand							0	0
of the Heavens	+# to all Attributes	100	1	1	69		64				12	42	all-stats		16	20										amul	ring	circ	orb	staf	wand							0	0
of the Zodiac	+# to all Attributes	100	1	1	86		83				12	42	all-stats		21	30										amul	ring	circ	orb	staf	wand							0	0
of the Jackal	+# to Life	100	1	1	1	20	1				36	26	hp		1	5										tors	belt	amul	phlm	circ								0	0
of the Fox	+# to Life	100	1	1	7	30	5				36	26	hp		6	10										tors	belt	amul	phlm	circ								0	0
of the Wolf	+# to Life	100	1	1	15	50	11				36	26	hp		11	20										tors	belt	amul	phlm	circ								0	0
of the Tiger	+# to Life	100	1	1	20	65	15				36	26	hp		21	30										tors	belt	amul	phlm	circ								0	0
of the Mammoth	+# to Life	100	1	1	25		18				36	26	hp		31	40									cred	tors	belt	amul	phlm	circ								0	0
of the Colosuss	+# to Life	100	1	1	30		22				36	26	hp		41	60									cred	tors	belt	amul	phlm	circ								0	0
of the Squid	+# to Life	100	1	1	40		30				36	26	hp		61	80									cred	tors	belt	amul	phlm	circ								0	0
of the Whale	+# to Life	100	1	1	50		37				36	26	hp		81	100									cred	tors	belt	amul	phlm	circ								0	0
of the Jackal	+# to Life	100	1	1	4	25	3				36	26	hp		1	5										shld	pelt											0	0
of the Fox	+# to Life	100	1	1	11	50	8				36	26	hp		6	10										shld	pelt											0	0
of the Wolf	+# to Life	100	1	1	27	75	20				36	26	hp		11	20										shld	pelt											0	0
of the Tiger	+# to Life	100	1	1	43		35				36	26	hp		21	30										shld	pelt											0	0
of the Mammoth	+# to Life	100	1	1	59		51				36	26	hp		31	40									cred	shld	pelt											0	0
of the Colosuss	+# to Life	100	1	1	75		67				36	26	hp		41	60									cred	shld	pelt											0	0
of the Jackal	+# to Life	100	1	1	8	40	6				36	26	hp		1	5										club	hamm	mace	ring	helm								0	0
of the Fox	+# to Life	100	1	1	17	70	13				36	26	hp		6	10										club	hamm	mace	ring	helm								0	0
of the Wolf	+# to Life	100	1	1	34		26				36	26	hp		11	20										club	hamm	mace	ring	helm								0	0
of the Tiger	+# to Life	100	1	1	51		43				36	26	hp		21	30										club	hamm	mace	ring	helm								0	0
of the Mammoth	+# to Life	100	1	1	68		60				36	26	hp		31	40									cred	club	hamm	mace	ring	helm								0	0
of Spirit	+# to Life	100	1	1	1	50	1				48	26	hp		3	8										jewl												0	0
of Hope	+# to Life	100	1	1	45		37				48	26	hp		9	20										jewl												0	0
of the Elephant	+# to Life (Based on Character Level) & +# to Mana (Based on Character Level)	100	1	1	66		58				24	41	hp/lvl	4			mana/lvl	2							cred	ring	amul											0	0
of the Elephant	+# to Life (Based on Character Level) & +# to Mana (Based on Character Level)	100	1	1	37		7				24	41	hp/lvl	4			mana/lvl	2							cred	circ	pelt											0	0
of the Kraken	+# to Life (Based on Character Level)	100	1	1	20		1				12	41	hp/lvl	6											cred	tors	amul	pelt	phlm									0	0
of Memory	+# to Mana (Based on Character Level)	100	1	1	20		1				12	41	mana/lvl	6											cred	circ	amul	pelt										0	0
of Regeneration	Replenish Life +#	100	1	1	10	35	7				48	19	regen		3	5										scep	belt	ring	amul	circ								0	0
of Regeneration	Replenish Life +#	100	1	1	40		30				48	19	regen		3	5										shld	glov											0	0
of Regeneration	Replenish Life +#	100	1	1	70		52				48	19	regen		3	5										tors	weap	boot					scep					0	0
of Regrowth	Replenish Life +#	100	1	1	17		12				48	19	regen		6	10									cred	scep	amul	circ										0	0
of Regrowth	Replenish Life +#	100	1	1	55		41				48	19	regen		6	9									cred	belt	ring											0	0
of Revivification	Replenish Life +#	100	1	1	38		30				48	19	regen		11	15									cred	scep	amul	circ										0	0
of Honor	Replenish Life +#	100	1	1	47		35				48	19	regen		1	4										jewl												0	0
of Regeneration	Replenish Life +#	100	1	1	1	9	1				36	19	regen		2	2										amul	circ											0	0
of Vampiric Essence2	+# Life after each Kill	100	1	1	22		18				24	67	heal-kill		3	5										weap	belt	ring	amul	circ								0	0
of the Wight2	+# Life after each Kill	100	1	1	39		31				24	67	heal-kill		6	8										weap	belt	ring	amul	circ								0	0
of the Dragon's Spirit2	+# Life after each Kill	100	1	1	55		48				24	67	heal-kill		9	15										weap	belt	ring	amul	circ								0	0
of the Soul2	+# Life after each Kill	100	1	1	75		75				24	67	heal-kill		16	25										weap	belt	ring	amul	circ								0	0
of Pacing	+#% Faster Run/Walk	100	1	1	12	50	8				36	35	move1		10	10										boot	circ											0	0
of Haste	+#% Faster Run/Walk	100	1	1	22		16				48	35	move2		20	20										boot	circ											0	0
of Speed	+#% Faster Run/Walk	100	1	1	37		29				48	35	move3		30	30										boot	circ											0	0
of Traveling	+#% Faster Run/Walk	100	1	1	65		57				48	35	move3		30	30	stamdrain		80	90						boot												0	0
of Acceleration	+#% Faster Run/Walk	100	1	1	51		43				48	35	move3		40	40										boot												0	0
of Balance	+#% Faster Hit Recovery	100	1	1	5		3				48	18	balance1		10	10										armo							glov					0	0
of Equilibrium	+#% Faster Hit Recovery	100	1	1	9		6				48	18	balance2		20	20										tors	belt	shld										0	0
of Stability	+#% Faster Hit Recovery	100	1	1	18		13				48	18	balance3		25	25									dyel	tors	belt											0	0
of Truth	+#% Faster Hit Recovery	100	1	1	44		36				48	18	balance1		7	7										jewl												0	0
of Readiness	+#% Increased Attack Speed	100	1	1	5		3				72	7	swing1		10	10										weap							wand	orb				0	0
of Alacrity	+#% Increased Attack Speed	100	1	1	25		17				72	7	swing2		20	20										weap							wand	orb				0	0
of Swiftness	+#% Increased Attack Speed	100	1	1	34		26				72	7	swing2		30	30										mele							wand	staf	orb			0	0
of Quickness	+#% Increased Attack Speed	100	1	1	46		38				60	7	swing3		40	40									dyel	mele							wand	staf	orb			0	0
of Alacrity	+#% Increased Attack Speed	100	1	1	43		35				48	7	swing2		20	20									dyel	glov												0	0
of Fervor	+#% Increased Attack Speed	100	1	1	39		31				48	7	swing1		15	15										glov												0	0
of Readiness	+#% Increased Attack Speed	100	1	1	20		15				24	7	swing1		10	10										glov												0	0
of Fervor	+#% Increased Attack Speed	100	1	1	39		31				48	7	swing1		15	15										jewl												0	0
of Thorns	Attacker Takes Damage of #	100	1	1	14	35	10				48	6	thorns		1	3										tors	shld	belt	circ									0	0
of Spikes	Attacker Takes Damage of #	100	1	1	21	60	15				48	6	thorns		4	6									oran	tors	shld	belt	circ									0	0
of Razors	Attacker Takes Damage of #	100	1	1	34	80	26				48	6	thorns		7	9									oran	tors	shld	circ	belt									0	0
of Swords	Attacker Takes Damage of #	100	1	1	47		39				48	6	thorns		10	20									oran	tors	shld	circ	belt									0	0
of Thorns	Attacker Takes Damage of # (Based on Character Level)	100	1	1	40		35				48	6	thorns/lvl	8												tors	shld											0	0
of Thorns	Attacker Takes Damage of # (Based on Character Level)	100	1	1	67		62				48	6	thorns/lvl	12												tors	shld											0	0
of Malice	Attacker Takes Damage of #	100	1	1	37	40	29				48	6	thorns		1	5										jewl												0	0
of Thorns	Attacker Takes Damage of #	100	1	1	1	13	1				48	6	thorns		1	1										tors	belt	shld										0	0
of Swords	Attacker Takes Damage of #	100	1	1	55		45				36	6	thorns		21	40									oran	tors	shld	circ	belt									0	0
of Swords	Attacker Takes Damage of #	100	1	1	65		55				24	6	thorns		41	50									oran	tors	shld	circ	belt									0	0
of Malice	Attacker Takes Damage of #	100	1	1	60		48				48	6	thorns		8	15										jewl												0	0
of Light	+# to Light Radius & +# to Attack Rating	100	1	1	1	5	1				48	25	light		1	1	att		10	10						ring	amul	rod	armo									0	0
of Light	+# to Light Radius & +# to Attack Rating	100	1	1	6	45	4				12	25	light		1	1	att		15	15						armo	rod	ring	amul									0	0
of Radiance	+# to Light Radius & +# to Attack Rating	100	1	1	15	65	11				12	25	light		3	3	att		30	30						rod	armo	ring	amul									0	0
of the Sun	+# to Light Radius & #% Bonus to Attack Rating	100	1	1	17		12				12	25	light		5	5	att%		5	5						rod	armo	amul	ring									0	0
of Chance	#% Better Chance of Getting Magic Items	100	1	1	12	50	9				48	22	mag%		5	12										boot	glov	ring	amul	circ								0	0
of Fortune	#% Better Chance of Getting Magic Items	100	1	1	16		12				48	22	mag%		13	20									lgld	boot	glov	amul	circ	ring								0	0
of Fortune	#% Better Chance of Getting Magic Items	100	1	1	26		19				48	22	mag%		21	25									lgld	boot	glov	amul	circ	ring								0	0
of Luck	#% Better Chance of Getting Magic Items	100	1	1	36		31				48	22	mag%		26	35									lgld	boot	amul	circ										0	0
of Luck	#% Better Chance of Getting Magic Items	100	1	1	53		48				48	22	mag%		36	50									lgld	amul	circ											0	0
of Prosperity	#% Better Chance of Getting Magic Items	100	1	1	26	35	19				24	22	mag%		5	10										jewl												0	0
of Prosperity	#% Better Chance of Getting Magic Items	100	1	1	50		47				24	22	mag%		11	15										jewl												0	0
of Prosperity	#% Better Chance of Getting Magic Items	100	1	1	80		75				12	22	mag%		16	20										jewl												0	0
of Greed	#% Extra Gold from Monsters	100	1	1	1		1				48	21	gold%		25	40										ring	amul	circ										0	0
of Wealth	#% Extra Gold from Monsters	100	1	1	17		12				48	21	gold%		41	80									lgld	boot	glov	belt	amul	circ								0	0
of Avarice	#% Extra Gold from Monsters	100	1	1	1		1				48	21	gold%		10	30										jewl												0	0
of Simplicity	Requirements -#%	100	1	1	25		18				24	30	ease		-30	-30										tors	weap	shld					rod	orb				0	0
of Ease	Requirements -#%	100	1	1	15		11				36	30	ease		-20	-20										tors	weap	shld					rod	orb				0	0
of Freedom	Requirements -#%	100	1	1	1		1				36	30	ease		-15	-15										jewl												0	0
of Self-Repair	Repairs 1 durability in # seconds	100	1	1	3	40	1				36	37	rep-dur	3												weap	armo	shld					thro	miss				0	0
of Fast Repair	Repairs 1 durability in # seconds	100	1	1	20		12				12	37	rep-dur	5												weap	armo	shld					thro	miss				0	0
of Ages	Indestructible	100	1	1	50		42				12	39	indestruct		1	1										weap	armo	shld					thro	miss				0	0
of Replenishing	Replenishes quantity	100	1	1	5		3				72	39	rep-quant	5												thro												0	0
of Propogation	Replenishes quantity	100	1	1	24		18				60	39	rep-quant	10												thro												0	0
of Piercing	Ignore Target's Defense	100	1	1	25		18				24	4	ignore-ac		1	1										rod	knif	h2h										0	0
of Piercing	Ignore Target's Defense	100	1	1	77		70				24	4	ignore-ac		1	1										weap												0	0
of Bashing	-#% Target Defense	100	1	1	16		12				48	5	reduce-ac		5	10										blun	miss						wand	staf	orb			0	0
of Puncturing	-#% Target Defense	100	1	1	6		4				48	5	reduce-ac		11	20										spea	knif	h2h	miss									0	0
of Blocking	#% Increased Chance of Blocking	100	1	1	1		1				84	8	block		10	19	block2		15	15						shld												0	0
of Deflecting	#% Increased Chance of Blocking	100	1	1	11		8				76	8	block		20	30	block2		30	30						shld												0	0
of the Apprentice	+#% Faster Cast Rate	100	1	1	5		3				72	9	cast1		10	10										rod	ring	amul	orb	circ								0	0
of the Magus	+#% Faster Cast Rate	100	1	1	29		21				60	9	cast3		20	20										rod	orb	circ					scep					0	0
of Vileness	Prevent Monster Heal	100	1	1	9		6				36	20	noheal		1	1										weap							rod	orb				0	0
of Vileness	Prevent Monster Heal	100	1	1	44		37				36	20	noheal		1	1										glov	belt											0	0
of the Bear	Knockback	100	1	1	8		6				36	24	knock		1	1										weap												0	0
of Bartering1	Reduces all Vendor Prices #%	100	1	1	13		9				12	63	cheap		1	2										weap	ring	amul										0	0
of Haggling1	Reduces all Vendor Prices #%	100	1	1	33		28				8	63	cheap		3	4										weap	ring	amul										0	0
of Charming1	Reduces all Vendor Prices #%	100	1	1	57		45				6	63	cheap		5	6										weap	ring	amul										0	0
Startling	Slows Target by #%	100	1	1	16		13				24	64	slow		5	10										weap	glov											0	0
Stunning1	Slows Target by #%	100	1	1	32		27				24	64	slow		11	15										weap	glov											0	0
Daze1	Slows Target by #%	100	1	1	46		41				24	64	slow		16	20										weap	glov											0	0
Paralysis1	Slows Target by #%	100	1	1	62		56				24	64	slow		21	25										weap												0	0
of Blindness1	Hit Blinds Target +#	100	1	1	23		20				12	65	stupidity		1	1										weap												0	0
of Blindness1	Hit Blinds Target +#	100	1	1	44		38				12	65	stupidity		2	2										weap												0	0
of Blindness1	Hit Blinds Target +#	100	1	1	61		57				12	65	stupidity		3	3										weap												0	0
of Reanimation1	Reanimate As: [Returned]	100	1	1	51		47				12	66	reanimate	5	3	5										weap	glov	amul										0	0
of Inner Sight	#% Chance to cast level # [Skill] when struck	100	1	1	19		19		ama	1	1	77	gethit-skill	8	4	6										amul	amaz	circ	glov									0	0
of Slow Missiles	#% Chance to cast level # [Skill] when struck	100	1	1	12	34	12		ama	12	1	77	gethit-skill	17	5	1										amaz	glov	amul										0	0
of Slow Missiles	#% Chance to cast level # [Skill] when struck	100	1	1	34	65	33		ama	12	1	77	gethit-skill	17	8	5										amaz	glov	amul										0	0
of Slow Missiles	#% Chance to cast level # [Skill] when struck	100	1	1	65		33		ama	12	1	77	gethit-skill	17	10	8										amaz	glov	amul										0	0
of Freezing Arrows	#% Chance to cast level # [Skill] when struck	100	1	1	30	65	33		ama	30	1	77	gethit-skill	31	25	3										miss	abow	glov										0	0
of Freezing Arrows	#% Chance to cast level # [Skill] when struck	100	1	1	65		67		ama	30	1	77	gethit-skill	31	100	5										abow	miss											0	0
of Fire Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	1	11	1		sor	1	1	77	gethit-skill	36	3	1										weap	ring	circ										0	0
of Fire Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	11	22	10		sor	1	1	77	gethit-skill	36	5	4										weap	ring	circ										0	0
of Fire Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	22	36	20		sor	1	1	77	gethit-skill	36	7	7										weap	ring	circ										0	0
of Charged Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	1	11	1		sor	1	1	77	gethit-skill	38	3	1										weap	ring	circ										0	0
of Charged Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	11	22	10		sor	1	1	77	gethit-skill	38	5	4										weap	ring	circ										0	0
of Charged Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	22	36	20		sor	1	1	77	gethit-skill	38	7	7										weap	ring	circ										0	0
of Ice Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	1	11	1		sor	1	1	77	gethit-skill	39	3	1										weap	ring	circ										0	0
of Ice Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	11	22	10		sor	1	1	77	gethit-skill	39	5	4										weap	ring	circ										0	0
of Ice Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	22	36	20		sor	1	1	77	gethit-skill	39	7	7										weap	ring	circ										0	0
of Frozen Armor	#% Chance to cast level # [Skill] when struck	100	1	1	1	30	1		sor	1	1	77	gethit-skill	40	8	1										orb	tors											0	0
of Frozen Armor	#% Chance to cast level # [Skill] when struck	100	1	1	30		35		sor	1	1	77	gethit-skill	40	13	4										orb	tors											0	0
of Static Field	#% Chance to cast level # [Skill] when struck	100	1	1	6	40	6		sor	6	1	77	gethit-skill	42	3	4										weap	ring	circ										0	0
of Static Field	#% Chance to cast level # [Skill] when struck	100	1	1	40		45		sor	6	1	77	gethit-skill	42	7	9										weap	ring	circ										0	0
of Frost Novas	#% Chance to cast level # [Skill] when struck	100	1	1	6	24	6		sor	6	1	77	gethit-skill	44	6	3										weap	amul	circ										0	0
of Frost Novas	#% Chance to cast level # [Skill] when struck	100	1	1	24		23		sor	6	1	77	gethit-skill	44	8	7										weap	amul	circ										0	0
of Ice Blasts	#% Chance to cast level # [Skill] when struck	100	1	1	6	24	6		sor	6	1	77	gethit-skill	45	4	2										weap	ring	circ										0	0
of Ice Blasts	#% Chance to cast level # [Skill] when struck	100	1	1	24		24		sor	6	1	77	gethit-skill	45	9	8										weap	ring	circ										0	0
of Blazing	#% Chance to cast level # [Skill] when struck	100	1	1	18	34	18		sor	12	1	77	gethit-skill	46	20	4										staf	orb	boot										0	0
of Fire Balls	#% Chance to cast level # [Skill] when struck	100	1	1	18	32	18		sor	12	1	77	gethit-skill	47	5	5										weap												0	0
of Fire Balls	#% Chance to cast level # [Skill] when struck	100	1	1	32	60	33		sor	12	1	77	gethit-skill	47	7	12										weap												0	0
of Fire Balls	#% Chance to cast level # [Skill] when struck	100	1	1	60		63		sor	12	1	77	gethit-skill	47	8	20										weap												0	0
of Novas	#% Chance to cast level # [Skill] when struck	100	1	1	28	60	32		sor	12	1	77	gethit-skill	48	6	9										weap	shld											0	0
of Novas	#% Chance to cast level # [Skill] when struck	100	1	1	60		61		sor	12	1	77	gethit-skill	48	12	15										weap	shld											0	0
of Lightning	#% Chance to cast level # [Skill] when struck	100	1	1	24	48	18		sor	12	1	77	gethit-skill	49	8	7										weap												0	0
of Lightning	#% Chance to cast level # [Skill] when struck	100	1	1	48	40	48		sor	12	1	77	gethit-skill	49	8	17										weap												0	0
of Shiver Armor	#% Chance to cast level # [Skill] when struck	100	1	1	20		20		sor	12	1	77	gethit-skill	50	12	9										weap	tors											0	0
of Fire Walls	#% Chance to cast level # [Skill] when struck	100	1	1	24	45	24		sor	18	1	77	gethit-skill	51	4	7										weap												0	0
of Fire Walls	#% Chance to cast level # [Skill] when struck	100	1	1	45		45		sor	18	1	77	gethit-skill	51	7	16										weap												0	0
of Enchantment	#% Chance to cast level # [Skill] when struck	100	1	1	18	36	18		sor	18	1	77	gethit-skill	52	8	11										weap												0	0
of Enchantment	#% Chance to cast level # [Skill] when struck	100	1	1	36		36		sor	18	1	77	gethit-skill	52	11	19										weap												0	0
of Chain Lightning	#% Chance to cast level # [Skill] when struck	100	1	1	24	46	24		sor	18	1	77	gethit-skill	53	6	6										weap												0	0
of Chain Lightning	#% Chance to cast level # [Skill] when struck	100	1	1	46		45		sor	18	1	77	gethit-skill	53	9	17										weap												0	0
of Teleportation	#% Chance to cast level # [Skill] when struck	100	1	1	30		30		sor	18	1	77	gethit-skill	54	10	1										weap	amul											0	0
of Glacial Spikes	#% Chance to cast level # [Skill] when struck	100	1	1	18	40	18		sor	18	1	77	gethit-skill	55	6	9										weap												0	0
of Glacial Spikes	#% Chance to cast level # [Skill] when struck	100	1	1	40		40		sor	18	1	77	gethit-skill	55	9	16										weap												0	0
of Meteors	#% Chance to cast level # [Skill] when struck	100	1	1	32	62	32		sor	24	1	77	gethit-skill	56	4	7										weap												0	0
of Meteors	#% Chance to cast level # [Skill] when struck	100	1	1	62		65		sor	24	1	77	gethit-skill	56	8	18										weap												0	0
of Thunder Storm	#% Chance to cast level # [Skill] when struck	100	1	1	24	55	25		sor	24	1	77	gethit-skill	57	12	9										weap												0	0
of Energy Shield	#% Chance to cast level # [Skill] when struck	100	1	1	24	45	25		sor	24	1	77	gethit-skill	58	7	6										weap	helm											0	0
of Energy Shield	#% Chance to cast level # [Skill] when struck	100	1	1	45		45		sor	24	1	77	gethit-skill	58	10	13										helm	weap											0	0
of Blizzards	#% Chance to cast level # [Skill] when struck	100	1	1	29	57	29		sor	24	1	77	gethit-skill	59	9	6										weap												0	0
of Blizzards	#% Chance to cast level # [Skill] when struck	100	1	1	57		60		sor	24	1	77	gethit-skill	59	14	17										weap												0	0
of Chilling Armor	#% Chance to cast level # [Skill] when struck	100	1	1	36		38		sor	24	1	77	gethit-skill	60	15	12										weap	tors											0	0
of Hydras	#% Chance to cast level # [Skill] when struck	100	1	1	34	80	34		sor	30	1	77	gethit-skill	62	6	3										weap												0	0
of Hydras	#% Chance to cast level # [Skill] when struck	100	1	1	80		85		sor	30	1	77	gethit-skill	62	12	19										weap												0	0
of Frozen Orbs	#% Chance to cast level # [Skill] when struck	100	1	1	30	80	33		sor	30	1	77	gethit-skill	64	4	3										weap												0	0
of Frozen Orbs	#% Chance to cast level # [Skill] when struck	100	1	1	80		85		sor	30	1	77	gethit-skill	64	4	22										weap												0	0
of Amplify Damage	#% Chance to cast level # [Skill] when struck	100	1	1	1	18	1		nec	1	1	77	gethit-skill	66	4	1										weap	head											0	0
of Amplify Damage	#% Chance to cast level # [Skill] when struck	100	1	1	18		20		nec	1	1	77	gethit-skill	66	8	12										weap	head											0	0
of Teeth	#% Chance to cast level # [Skill] when struck	100	1	1	1	18	1		nec	1	1	77	gethit-skill	67	17	1										weap	head											0	0
of Teeth	#% Chance to cast level # [Skill] when struck	100	1	1	18		18		nec	1	1	77	gethit-skill	67	8	20										weap	head											0	0
of Bone Armor	#% Chance to cast level # [Skill] when struck	100	1	1	1	30	1		nec	1	1	77	gethit-skill	68	5	1										weap	tors	head										0	0
of Bone Armor	#% Chance to cast level # [Skill] when struck	100	1	1	30		35		nec	1	1	77	gethit-skill	68	9	15										tors	weap	head										0	0
